Date,AVG,MAX,MIN,Total,High_temp,Avg_temp
14.04.2013,1.32138,1.474394,0.00132138,31.7159171,16.7,8.7
15.04.2013,1.470591292,1.639527,0.001470591,35.29730259,18.3,15.65
16.04.2013,1.518051792,1.704645,0.001518052,36.43646721,25,17.57
17.04.2013,1.539973083,1.696511,0.001539973,36.96259202,19.4,14.87
18.04.2013,1.650078208,1.895547,0.001650078,39.60542428,29.4,22.32
19.04.2013,1.547128542,1.798041,0.001547129,37.13443172,22.2,15.36
20.04.2013,1.385883375,1.509428,0.001385883,33.2640977,7.8,5.11
21.04.2013,1.353944917,1.495845,0.001353945,32.49752914,11.1,4.98
22.04.2013,1.500310625,1.662909,0.001500311,36.01061972,16.7,10.65
23.04.2013,1.5247715,1.688906,0.001524771,36.5977312,21.1,13.33
24.04.2013,1.5435235,1.728694,0.001543524,37.04783776,20,13.08
25.04.2013,1.542795708,1.675249,0.001542796,37.03031659,12.8,6.92
26.04.2013,1.505624167,1.648783,0.001505624,36.13813591,15,9.08
27.04.2013,1.359002,1.47428,0.001359002,32.61888264,22.2,13.61
28.04.2013,1.296483125,1.468057,0.001296483,31.11836084,16.7,13.65
29.04.2013,1.466101917,1.644712,0.001466102,35.18955828,17.2,14.05
30.04.2013,1.497901292,1.681759,0.001497901,35.95281216,22.2,16.62
01.05.2013,1.523209,1.735327,0.001523209,36.56027606,23.9,17.89
02.05.2013,1.531659417,1.756525,0.001531659,36.76311572,25,18.17
03.05.2013,1.485738167,1.692434,0.001485738,35.66089566,23.9,17.6
04.05.2013,1.349173958,1.477027,0.001349174,32.38300255,21.7,15.89
05.05.2013,1.299324125,1.481517,0.001299324,31.18656114,23.3,16.5
06.05.2013,1.50693625,1.719253,0.001506936,36.1696977,21.1,15.47
07.05.2013,1.53878325,1.714653,0.001538783,36.93405298,20.6,16.39
08.05.2013,1.560148958,1.797204,0.001560149,37.44693391,21.7,17.22
09.05.2013,1.5882575,1.821073,0.001588257,38.12159092,25.6,18.47
10.05.2013,1.573607208,1.819447,0.001573607,37.76996763,23.9,17.49
11.05.2013,1.363480958,1.458918,0.001363481,32.72636676,16.7,13.59
12.05.2013,1.277841208,1.452673,0.001277841,30.67092079,11.1,8.41
13.05.2013,1.515593625,1.661399,0.001515594,36.37742551,11.1,6.64
14.05.2013,1.557370542,1.690146,0.001557371,37.38014207,16.7,9.13
15.05.2013,1.627630958,1.856207,0.001627631,39.06662847,28.9,20.72
16.05.2013,1.699865542,1.93367,0.001699866,40.80040824,25.6,21.03
17.05.2013,1.660321208,1.950888,0.001660321,39.85132187,26.7,20.35
18.05.2013,1.516567125,1.736364,0.001516567,36.40086545,27.2,20.81
19.05.2013,1.508548792,1.727945,0.001508549,36.208409,23.9,20.45
20.05.2013,1.871331833,2.281077,0.001871332,44.91611828,28.9,22.92
21.05.2013,2.074168792,2.532787,0.002074169,49.78466003,29.4,24.72
22.05.2013,1.993236875,2.451493,0.001993237,47.84213172,29.4,23.18
23.05.2013,1.756631208,2.036537,0.001756631,42.16294392,23.3,18.55
24.05.2013,1.498745958,1.655879,0.001498746,35.97305912,9.4,7.43
25.05.2013,1.353002917,1.435386,0.001353003,32.47485974,16.7,8.85
26.05.2013,1.322437458,1.433862,0.001322437,31.74125662,18.9,11.85
27.05.2013,1.329102458,1.460497,0.001329102,31.90124993,15.6,11.9
28.05.2013,1.574078292,1.841196,0.001574078,37.78129585,26.7,18.97
29.05.2013,1.849256625,2.255922,0.001849257,44.38626603,28.9,24.73
30.05.2013,2.009218208,2.493661,0.002009218,48.22574189,30,24.9
31.05.2013,2.064034542,2.551827,0.002064035,49.54144693,30.6,25.12
01.06.2013,1.94658625,2.298662,0.001946586,46.72231719,29.4,24.79
02.06.2013,1.787232875,2.026075,0.001787233,42.8974041,26.7,23.46
03.06.2013,1.664322875,1.832544,0.001664323,39.94724753,20.6,17.11
04.06.2013,1.581505458,1.827014,0.001581505,37.9595411,22.2,15.4
05.06.2013,1.736095,2.10931,0.001736095,41.67012714,26.7,19.91
06.06.2013,1.734597,1.923417,0.001734597,41.63398775,21.7,19.28
07.06.2013,1.595061625,1.799999,0.001595062,38.28487566,18.9,16.73
08.06.2013,1.41541575,1.568676,0.001415416,33.97296351,21.1,16.87
09.06.2013,1.549465,1.915678,0.001549465,37.19062669,27.2,20.94
10.06.2013,1.812116708,2.072227,0.001812117,43.49468716,23.9,21.28
11.06.2013,1.76081825,2.04298,0.001760818,42.26344356,25.6,20.61
12.06.2013,1.9464765,2.333971,0.001946477,46.71971839,27.8,23.35
13.06.2013,1.777419167,2.014392,0.001777419,42.66185359,23.3,19.56
14.06.2013,1.608678667,1.809224,0.001608679,38.61170751,23.9,17.45
15.06.2013,1.509727125,1.772898,0.001509727,36.23673513,25,19.19
16.06.2013,1.515251458,1.703425,0.001515251,36.36925519,23.3,20.49
17.06.2013,1.840900708,2.254366,0.001840901,44.18571411,28.3,23.19
18.06.2013,1.776931667,2.128181,0.001776932,42.65026689,25,21.06
19.06.2013,1.683846333,2.000052,0.001683846,40.41599758,24.4,19.08
20.06.2013,1.735311208,2.153632,0.001735311,41.65135968,26.7,20
21.06.2013,1.853385083,2.31991,0.001853385,44.48541715,29.4,22.2
22.06.2013,1.884489625,2.340183,0.00188449,45.23197756,30,24.05
23.06.2013,2.009321208,2.408409,0.002009321,48.22812874,30,25.74
24.06.2013,2.248433917,2.750985,0.002248434,53.96741567,30.6,25.84
25.06.2013,2.230644458,2.8261,0.002230644,53.54052598,31.1,24.64
26.06.2013,2.069416833,2.51518,0.002069417,49.67059067,27.2,22.65
27.06.2013,1.971383708,2.226208,0.001971384,47.31740856,24.4,21.91
28.06.2013,1.851878875,2.207673,0.001851879,44.4491544,25,20.72
29.06.2013,1.685307708,2.033587,0.001685308,40.45110558,25.6,20.79
30.06.2013,1.743278833,2.06544,0.001743279,41.84250246,26.7,21.04
01.07.2013,1.878411,2.222,0.001878411,45.08596629,25,21.4
02.07.2013,2.018174292,2.454535,0.002018174,48.44065773,27.8,23.16
03.07.2013,2.139823042,2.634586,0.002139823,51.36052955,28.9,24.76
04.07.2013,1.947767042,2.333971,0.001947767,46.75069269,28.9,24.5
05.07.2013,2.019697333,2.42286,0.002019697,48.47718058,27.8,24.19
06.07.2013,2.073654417,2.523637,0.002073654,49.77230537,30.6,25.75
07.07.2013,1.874007958,2.091146,0.001874008,44.98015803,25.6,23.1
08.07.2013,2.041682417,2.491123,0.002041682,49.00491285,28.3,23.35
09.07.2013,2.01775725,2.47258,0.002017757,48.43066636,28.3,22.89
11.07.2013,1.803115583,2.130476,0.001803116,43.27870939,24.4,21.17
12.07.2013,1.710356625,2.015616,0.001710357,41.05228668,23.9,20.03
13.07.2013,1.763128292,2.153225,0.001763128,42.31899712,27.2,22.59
14.07.2013,2.020782,2.513446,0.002020782,48.50330425,30,26.1
15.07.2013,2.358171,2.828678,0.002358171,56.60129321,31.1,26.69
16.07.2013,2.325387083,2.86847,0.002325387,55.81448618,32.2,25.8
17.07.2013,2.314025625,2.818386,0.002314026,55.54174973,30.6,26.45
18.07.2013,2.465261917,2.951464,0.002465262,59.17170519,32.8,27.61
19.07.2013,2.422622208,2.896728,0.002422622,58.14825477,32.8,26.88
20.07.2013,1.997801167,2.360727,0.001997801,47.95158853,27.2,23.75
21.07.2013,1.906581542,2.347601,0.001906582,45.76221309,28.9,23.5
22.07.2013,1.978722667,2.348385,0.001978723,47.49367309,25.6,22.02
23.07.2013,1.963917958,2.456317,0.001963918,47.1384532,27.8,21.58
24.07.2013,1.74213425,1.969756,0.001742134,41.81493563,21.7,18.91
25.07.2013,1.678538375,1.957845,0.001678538,40.28855906,24.4,18.36
26.07.2013,1.744181792,2.134293,0.001744182,41.86424322,26.1,20.04
27.07.2013,1.5673775,1.749356,0.001567378,37.6203783,23.3,19.77
28.07.2013,1.554182917,1.802307,0.001554183,37.30374804,22.8,19.29
29.07.2013,1.677328333,1.958023,0.001677328,40.25951703,23.3,18.11
30.07.2013,1.715289958,2.02507,0.00171529,41.17070108,25,19.17
31.07.2013,1.765750292,2.084516,0.00176575,42.38185903,23.9,19.76
01.08.2013,1.873706208,2.235295,0.001873706,44.97305987,26.7,21.87
02.08.2013,1.766642458,2.056179,0.001766642,42.40324359,23.9,20.15
03.08.2013,1.636162083,1.903684,0.001636162,39.27143148,25.6,21
04.08.2013,1.496398958,1.724919,0.001496399,35.91679781,23.3,18.53
05.08.2013,1.679118958,1.973921,0.001679119,40.30250972,22.2,17.87
06.08.2013,1.776482917,2.150784,0.001776483,42.63951904,26.7,20.65
07.08.2013,1.856564583,2.334516,0.001856565,44.56174294,28.3,21.37
08.08.2013,2.048119542,2.556422,0.00204812,49.15947559,28.9,23.66
09.08.2013,1.979790667,2.241833,0.001979791,47.5191996,25,22.95
10.08.2013,1.733300917,2.067876,0.001733301,41.60302491,27.2,21.83
11.08.2013,1.716129375,2.106879,0.001716129,41.19092972,27.8,22.38
12.08.2013,2.016514833,2.45086,0.002016515,48.40082539,27.8,23
13.08.2013,1.900466042,2.232658,0.001900466,45.61532002,26.1,22.04
14.08.2013,1.586747708,1.784972,0.001586748,38.08531831,20.6,15.3
15.08.2013,1.6125075,1.86084,0.001612508,38.70365496,22.8,16.18
16.08.2013,1.65534625,1.971128,0.001655346,39.73193813,25,19.34
17.08.2013,1.550034833,1.793871,0.001550035,37.20418146,25.6,19.77
18.08.2013,1.514305917,1.729939,0.001514306,36.34658776,22.2,19.54
19.08.2013,1.775298125,2.133679,0.001775298,42.61106575,25.6,20.78
20.08.2013,1.8237795,2.249791,0.00182378,43.77478339,27.8,21.33
21.08.2013,1.932910583,2.429292,0.001932911,46.39421814,28.3,22.51
22.08.2013,1.994299042,2.413617,0.001994299,47.86758691,27.8,23.03
23.08.2013,1.897171583,2.269092,0.001897172,45.53628616,27.8,22.58
24.08.2013,1.662885625,1.998815,0.001662886,39.91291836,26.1,20.95
25.08.2013,1.677607958,2.077519,0.001677608,40.2663478,27.8,21.33
26.08.2013,1.986852208,2.476336,0.001986852,47.68891818,28.9,23.21
27.08.2013,2.051488958,2.420873,0.002051489,49.24020941,27.2,23.65
28.08.2013,2.019640208,2.285445,0.00201964,48.4756721,28.3,23.91
29.08.2013,2.093349625,2.577635,0.00209335,50.24506408,29.4,24.37
30.08.2013,2.114483417,2.605339,0.002114483,50.75232394,30,24.2
31.08.2013,1.977707333,2.367975,0.001977707,47.46932366,29.4,25.16
01.09.2013,1.793428125,2.005897,0.001793428,43.04607612,26.1,23.21
02.09.2013,1.882339458,2.367383,0.001882339,45.1803986,29.4,23.6
03.09.2013,1.735017,1.953291,0.001735017,41.64409804,21.7,18.3
04.09.2013,1.688497708,2.023831,0.001688498,40.52765902,24.4,17.96
05.09.2013,1.709848833,1.976504,0.001709849,41.04006006,23.3,19.1
06.09.2013,1.582250083,1.820878,0.00158225,37.97740671,22.8,15.95
07.09.2013,1.467114333,1.704812,0.001467114,35.21391739,26.1,18.26
08.09.2013,1.604035208,1.943339,0.001604035,38.50039398,26.7,22
09.09.2013,1.815072375,2.21934,0.001815072,43.56577323,27.8,20.14
10.09.2013,2.19844325,2.819169,0.002198443,52.76765781,32.2,26.2
11.09.2013,2.186259667,2.627643,0.00218626,52.47504809,31.1,25.27
12.09.2013,1.954973875,2.221656,0.001954974,46.92355158,24.4,21.63
13.09.2013,1.615444667,1.847587,0.001615445,38.77413665,18.9,14.93
14.09.2013,1.400620583,1.56488,0.001400621,33.6178609,18.3,13.48
15.09.2013,1.386843833,1.577299,0.001386844,33.28721753,20.6,14.16
16.09.2013,1.618313833,1.837503,0.001618314,38.84298944,20.6,16.09
17.09.2013,1.5683275,1.776315,0.001568328,37.64320621,20,13.43
18.09.2013,1.617765833,1.84087,0.001617766,38.82984025,22.8,15.74
19.09.2013,1.719702917,2.005065,0.001719703,41.27659649,24.4,19.22
20.09.2013,1.785946167,2.106774,0.001785946,42.86660251,25.6,20.61
21.09.2013,1.5542995,1.7198,0.0015543,37.30646365,20.6,17.72
22.09.2013,1.377646125,1.554213,0.001377646,33.06644024,15.6,13.5
23.09.2013,1.490949875,1.645237,0.00149095,35.78593468,13.9,11.77
24.09.2013,1.511459625,1.678021,0.00151146,36.27822199,20.6,11.81
25.09.2013,1.541310042,1.739529,0.00154131,36.99472338,23.3,14.56
26.09.2013,1.546471208,1.78754,0.001546471,37.11864456,23.9,16.92
27.09.2013,1.548862458,1.797867,0.001548862,37.17604728,22.8,16.62
28.09.2013,1.420281167,1.577925,0.001420281,34.08974763,22.2,16.47
29.09.2013,1.429003875,1.683208,0.001429004,34.29920664,22.2,16.37
30.09.2013,1.607543833,1.821361,0.001607544,38.58448251,21.1,17.1
01.10.2013,1.638270667,1.894013,0.001638271,39.32202992,24.4,18.96
02.10.2013,1.732427083,2.063563,0.001732427,41.58204772,26.7,20.19
03.10.2013,1.748987708,2.043521,0.001748988,41.97949926,25.6,19.91
04.10.2013,1.777427292,2.108461,0.001777427,42.66214267,26.7,21.05
05.10.2013,1.636688417,1.880559,0.001636688,39.28404088,27.2,21.67
06.10.2013,1.666214375,2.029292,0.001666214,39.99284217,28.9,23.59
07.10.2013,1.581118375,1.720827,0.001581118,37.95014453,23.3,14.86
08.10.2013,1.521356125,1.693165,0.001521356,36.51576304,18.9,12.98
09.10.2013,1.538545,1.709338,0.001538545,36.92832942,20.6,13.29
10.10.2013,1.535928708,1.718366,0.001535929,36.86554483,21.7,15.08
11.10.2013,1.5126865,1.696021,0.001512687,36.30768622,18.3,15.34
12.10.2013,1.420446875,1.633323,0.001420447,34.09378019,22.2,18.39
13.10.2013,1.4093585,1.636682,0.001409359,33.82765145,21.7,18.23
14.10.2013,1.552959208,1.728605,0.001552959,37.27430412,17.8,15.98
15.10.2013,1.563788167,1.775195,0.001563788,37.53425655,21.7,16.11
16.10.2013,1.583935375,1.766113,0.001583935,38.01780063,18.3,-26.11
17.10.2013,1.550991292,1.726652,0.001550991,37.22707019,16.1,12.8
18.10.2013,1.517242833,1.680818,0.001517243,36.41702758,16.7,11.75
19.10.2013,1.410015833,1.574834,0.001410016,33.84336626,12.8,8.93
20.10.2013,1.394195667,1.57617,0.001394196,33.46366776,14.4,8.95
21.10.2013,1.552696708,1.729166,0.001552697,37.26800442,18.3,11.75
22.10.2013,1.532454792,1.683048,0.001532455,36.78213204,15,8.87
23.10.2013,1.570339583,1.765786,0.00157034,37.6914877,6.7,5.09
24.10.2013,1.618431375,1.77601,0.001618431,38.84574906,7.8,3.94
25.10.2013,1.629296208,1.800185,0.001629296,39.10654011,7.2,3.78
26.10.2013,1.495867792,1.640904,0.001495868,35.90396527,8.9,4.82
27.10.2013,1.452318292,1.649132,0.001452318,34.8587419,10,5.58
28.10.2013,1.618818125,1.782795,0.001618818,38.85503823,14.4,6.24
29.10.2013,1.602217208,1.759358,0.001602217,38.45657618,14.4,8.45
30.10.2013,1.614530292,1.769013,0.00161453,38.75211216,16.7,11.56
31.10.2013,1.619876125,1.776072,0.001619876,38.88042457,19.4,16.2
01.11.2013,1.511046167,1.661939,0.001511046,36.2682825,20.6,14.65
02.11.2013,1.420608375,1.589273,0.001420608,34.0976123,12.8,9.58
03.11.2013,1.432662304,1.605498,0.001432662,32.95427259,8.9,5.52
04.11.2013,1.636780833,1.828964,0.001636781,39.28620738,7.2,2.96
05.11.2013,1.620219625,1.804351,0.00162022,38.88869719,13.9,8.63
06.11.2013,1.612486958,1.826463,0.001612487,38.70312756,21.7,14.03
07.11.2013,1.611238667,1.847419,0.001611239,38.67318827,14.4,8.07
08.11.2013,1.641791917,1.786274,0.001641792,39.40643571,6.1,3.35
09.11.2013,1.500866208,1.628402,0.001500866,36.02391977,13.9,6.27
10.11.2013,1.4815815,1.712082,0.001481582,35.56115115,11.7,7.42
11.11.2013,1.612542625,1.797409,0.001612543,38.70443456,8.9,5.05
12.11.2013,1.717376292,1.952908,0.001717376,41.220703,1.1,-0.58
13.11.2013,1.771599042,1.975411,0.001771599,42.52212578,2.2,-1
14.11.2013,1.7321935,1.905457,0.001732194,41.57628338,8.9,2.83
15.11.2013,1.63156475,1.77766,0.001631565,39.16096486,12.8,7.67
16.11.2013,1.446348792,1.596902,0.001446349,34.7154157,15.6,10.69
17.11.2013,1.416566833,1.636749,0.001416567,34.00065873,17.2,13.98
18.11.2013,1.569554375,1.802402,0.001569554,37.67267853,15.6,9.26
19.11.2013,1.653509875,1.875339,0.00165351,39.6877675,3.9,2.15
20.11.2013,1.6932585,1.880332,0.001693258,40.64177928,8.9,2.36
21.11.2013,1.661242,1.829442,0.001661242,39.87330035,11.7,6.82
22.11.2013,1.6097555,1.789765,0.001609755,38.63753313,11.7,9.62
23.11.2013,1.567140417,1.781248,0.00156714,37.61471996,2.8,-0.37
24.11.2013,1.67316975,1.901903,0.00167317,40.15965075,-4.4,-6.87
25.11.2013,1.8280415,1.98485,0.001828042,43.87681072,2.8,-3.62
26.11.2013,1.768465708,1.99698,0.001768466,42.44694421,1.7,0.41
27.11.2013,1.7799965,2.011811,0.001779997,42.72370959,0.6,-1.8
28.11.2013,1.641767292,1.747603,0.001641767,39.40580601,-1.7,-4.33
29.11.2013,1.670386667,1.837185,0.001670387,40.09278924,1.1,-2.06
30.11.2013,1.619977875,1.760621,0.001619978,38.88285122,3.9,-0.97
01.12.2013,1.565712708,1.742517,0.001565713,37.5804148,6.1,3.5
02.12.2013,1.646617042,1.849719,0.001646617,39.52230698,7.2,4.72
03.12.2013,1.658124917,1.858767,0.001658125,39.79851655,11.7,6.11
04.12.2013,1.657035667,1.836131,0.001657036,39.77235082,14.4,9.15
05.12.2013,1.637166833,1.87921,0.001637167,39.29552201,16.1,13.13
06.12.2013,1.726631667,1.970804,0.001726632,41.44285916,3.9,0.91
07.12.2013,1.643718583,1.84923,0.001643719,39.45274059,-1.7,-2.85
08.12.2013,1.712606417,1.958149,0.001712606,41.10622647,-1.1,-4.59
09.12.2013,1.784521958,2.035355,0.001784522,42.83234866,3.3,1.16
10.12.2013,1.845928042,2.104396,0.001845928,44.30622517,-1.1,-3.29
11.12.2013,1.874334875,2.091715,0.001874335,44.98800492,-1.1,-4.52
12.12.2013,1.940551708,2.198135,0.001940552,46.57738163,-5.6,-7.87
13.12.2013,1.854350333,1.997048,0.00185435,44.50826125,1.1,-3.29
14.12.2013,1.711842583,1.938255,0.001711843,41.08787381,1.7,0.02
15.12.2013,1.733565875,2.006666,0.001733566,41.60932297,3.3,-1.35
16.12.2013,1.902977542,2.127351,0.001902978,45.67549323,-3.9,-5.73
17.12.2013,1.841629833,2.04847,0.00184163,44.20300794,1.1,-1.06
18.12.2013,1.8694075,2.085811,0.001869408,44.86973709,-1.7,-2.95
19.12.2013,1.777226958,1.913989,0.001777227,42.65713999,10,4.63
20.12.2013,1.672445167,1.844971,0.001672445,40.14220309,12.8,10.39
21.12.2013,1.511375125,1.709501,0.001511375,36.27622539,16.7,14.82
22.12.2013,1.460927542,1.682965,0.001460928,35.06540635,20,15.81
23.12.2013,1.621544875,1.901389,0.001621545,38.92060156,11.1,3.78
24.12.2013,1.638350792,1.834913,0.001638351,39.3238939,-0.6,-5.05
25.12.2013,1.624522083,1.71435,0.001624522,38.9918705,-2.8,-7.19
26.12.2013,1.710481458,1.924465,0.001710481,41.05519166,2.2,-0.88
27.12.2013,1.690992917,1.835388,0.001690993,40.58735807,5.6,1.18
28.12.2013,1.548784542,1.713387,0.001548785,37.17409272,10,6.01
29.12.2013,1.540805542,1.76685,0.001540806,36.9826422,6.7,5.13
30.12.2013,1.756498958,2.032798,0.001756499,42.15976605,4.4,-3.13
31.12.2013,1.767235125,2.014837,0.001767235,42.41742684,-3.9,-4.73
01.01.2014,1.672150833,1.86036,0.001672151,40.13515418,0.6,-2.2
02.01.2014,1.824630375,2.11775,0.00182463,43.79507321,-1.1,-4.29
